hotel_name;location_name;rate;image_url;description;price;stars;parking;restaurant;pets;smoking;swimmingPool;beachFront;airConditioning;freeWiFi;sauna;fitness;category
The Killeshin Hotel;Ceriale;3;https://traffickcam.com/images/2017/7/20160627_122158_XNLQIV.jpg;Hotel 'The Killeshin Hotel' at  Ceriale with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);834;5;1;1;0;0;0;0;0;1;1;1;5
Carnoustie Golf Hotel;Red Hill;2;https://traffickcam.com/images/2017/7/20160627_125129_U6P71D.jpg;Hotel 'Carnoustie Golf Hotel' at  Red Hill with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);883;5;1;0;1;1;0;0;0;1;0;1;2
Skansen Hotel;Stavropol;2;https://traffickcam.com/images/2017/7/20160627_131559_C1NIBM.jpg;Hotel 'Skansen Hotel' at  Stavropol without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);739;2;0;1;1;1;1;1;0;0;0;1;1
Ramada New Hartford;Bristol;9;https://traffickcam.com/images/2017/7/20160627_132943_P7JM2L.jpg;Hotel 'Ramada New Hartford' at  Bristol with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);631;3;1;0;0;1;0;0;1;1;0;0;5
Country Inn & Suites By Carlson  Birch Run  MI;Ingleses;9;https://traffickcam.com/images/2017/7/20160627_141120_EPWVZP.jpg;Hotel 'Country Inn & Suites By Carlson  Birch Run  MI' at  Ingleses with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);751;2;1;1;1;1;0;0;1;0;0;1;3
Hotel Baltimore Paris Champs ElysAes MGallery Collection;Copenhagen;9;https://traffickcam.com/images/2017/7/20160627_143337_VXB38M.jpg;Hotel 'Hotel Baltimore Paris Champs ElysAes MGallery Collection' at  Copenhagen with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);332;3;1;1;0;0;1;0;0;1;1;0;1
Wine Country Inn;Sarzhenka;3;https://traffickcam.com/images/2017/7/20160627_150737_YTZ9FG.jpg;Hotel 'Wine Country Inn' at  Sarzhenka with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);711;2;1;0;1;0;0;1;0;1;0;0;4
Vino Bello Resort;Kuchugury;8;https://traffickcam.com/images/2017/7/20160627_154257_N46KQ2.jpg;Hotel 'Vino Bello Resort' at  Kuchugury without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);574;3;0;0;0;0;0;0;1;0;0;1;3
Hampton Inn Seymour;Barcelona;1;https://traffickcam.com/images/2017/7/20160627_164035_TX3ZJD.jpg;Hotel 'Hampton Inn Seymour' at  Barcelona without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);565;4;0;0;1;0;1;1;0;0;0;1;3
NH Ciudad de Zaragoza;Aci Castello;8;https://traffickcam.com/images/2017/7/20160627_170027_28S4EO.jpg;Hotel 'NH Ciudad de Zaragoza' at  Aci Castello with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);304;3;1;1;0;1;1;0;1;1;1;1;3
Holiday Inn Express - Edinburgh City Centre;Vladimir;10;https://traffickcam.com/images/2017/7/20160627_183218_PHHZBV.jpg;Hotel 'Holiday Inn Express - Edinburgh City Centre' at  Vladimir without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);859;3;0;0;1;0;0;1;1;0;1;1;1
MotorCity Casino Hotel;Cascina Grandina;6;https://traffickcam.com/images/2017/7/20160627_183408_PDC941.jpg;Hotel 'MotorCity Casino Hotel' at  Cascina Grandina without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);255;3;0;0;1;0;0;0;0;1;0;1;2
Wyndham Canterbury at San Francisco;Salamanca;7;https://traffickcam.com/images/2017/7/20160627_190340_UL51KD.jpg;Hotel 'Wyndham Canterbury at San Francisco' at  Salamanca without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);463;5;0;0;1;0;0;1;0;1;1;1;4
Country Suites By Carlson  Bismarck  Nd;Alpine;8;https://traffickcam.com/images/2017/7/20160627_193228_9VQFSY.jpg;Hotel 'Country Suites By Carlson  Bismarck  Nd' at  Alpine without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);456;4;0;0;0;0;1;1;0;1;0;0;1
Royal West Indies Resort;Lower Hutt;8;https://traffickcam.com/images/2017/7/20160627_204756_RAEP7H.jpg;Hotel 'Royal West Indies Resort' at  Lower Hutt without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);523;3;0;0;0;0;0;1;0;0;0;0;6
Hotel Hostalillo;Governors Bay;9;https://traffickcam.com/images/2017/7/20160627_221242_8J31NS.jpg;Hotel 'Hotel Hostalillo' at  Governors Bay with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);662;3;1;1;1;0;0;1;0;1;0;0;6
Baymont Inn & Suites Pearsall;Pandeglang;2;https://traffickcam.com/images/2017/7/20160627_223403_ISJ0HF.jpg;Hotel 'Baymont Inn & Suites Pearsall' at  Pandeglang with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);822;4;1;1;1;1;1;1;0;0;0;0;5
Suite Hotel Atlantis Fuerteventura Resort;Sahagun;3;https://traffickcam.com/images/2017/7/20160627_232041_0VIWTA.jpg;Hotel 'Suite Hotel Atlantis Fuerteventura Resort' at  Sahagun with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);728;1;1;0;0;0;1;1;1;1;1;0;1
Clarion Suites Cannes Croisette;Maestu;5;https://traffickcam.com/images/2017/7/20160627_233456_NIVAZV.jpg;Hotel 'Clarion Suites Cannes Croisette' at  Maestu with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);367;4;1;0;0;1;0;1;0;1;1;1;5
Red Lion Inn & Suites- Kennewick;Costa Ballena;1;https://traffickcam.com/images/2017/7/20160627_234023_CB0KNG.jpg;Hotel 'Red Lion Inn & Suites- Kennewick' at  Costa Ballena without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);216;4;0;0;1;1;0;0;0;1;1;0;5
Hyatt Regency Hill Country Resort & Spa;Nykksund;5;https://traffickcam.com/images/2017/7/20160628_000053_WUE7EM.jpg;Hotel 'Hyatt Regency Hill Country Resort & Spa' at  Nykksund without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);168;1;0;0;0;0;0;1;1;1;1;0;4
Value Place Salt Lake City  UT (West Valley);Castricum;1;https://traffickcam.com/images/2017/7/20160628_000502_XLCILC.jpg;Hotel 'Value Place Salt Lake City  UT (West Valley)' at  Castricum without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);395;3;0;0;0;0;0;0;1;0;0;1;1
Holiday Inn Express Hotel & Suites Lubbock South;Rota;9;https://traffickcam.com/images/2017/7/20160628_000835_72CRDE.jpg;Hotel 'Holiday Inn Express Hotel & Suites Lubbock South' at  Rota with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);428;5;1;1;1;0;0;1;1;1;0;0;6
DoubleTree by Hilton Hotel Oak Ridge - Knoxville;Catania;5;https://traffickcam.com/images/2017/7/20160628_010117_Y42W69.jpg;Hotel 'DoubleTree by Hilton Hotel Oak Ridge - Knoxville' at  Catania with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);643;1;1;1;0;1;0;0;1;0;1;1;4
Golden Street Sea View Apartments;Palanga;3;https://traffickcam.com/images/2017/7/20160628_012804_KO1D7J.jpg;Hotel 'Golden Street Sea View Apartments' at  Palanga with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);56;1;1;0;1;0;0;0;0;0;1;0;2
Econo Lodge Easton;Waikoloa;2;https://traffickcam.com/images/2017/7/20160628_014634_N7QNJZ.jpg;Hotel 'Econo Lodge Easton' at  Waikoloa with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);581;1;1;0;0;1;0;1;0;1;1;0;4
Park House Hotel;Dixon Cove;5;https://traffickcam.com/images/2017/7/20160628_014930_0JIHQK.jpg;Hotel 'Park House Hotel' at  Dixon Cove with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);413;1;1;0;1;0;1;1;0;0;1;0;5
Courtyard by Marriott Chico;Catania;6;https://traffickcam.com/images/2017/7/20160628_015253_HX0KQC.jpg;Hotel 'Courtyard by Marriott Chico' at  Catania with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);596;3;1;0;0;0;1;0;1;0;1;1;1
Luna Olympus;Caldas Novas;5;https://traffickcam.com/images/2017/7/20160628_020256_GP0T1U.jpg;Hotel 'Luna Olympus' at  Caldas Novas with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);678;3;1;1;1;1;1;1;1;0;0;0;4
Hotel Club Helios;Biddenden;10;https://traffickcam.com/images/2017/7/20160628_020324_50M4Z6.jpg;Hotel 'Hotel Club Helios' at  Biddenden without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);954;2;0;0;1;0;1;1;0;1;1;1;6
Red Lion Hotel Coos Bay;Ronda;5;https://traffickcam.com/images/2017/7/20160628_021315_I7XV2B.jpg;Hotel 'Red Lion Hotel Coos Bay' at  Ronda with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);841;5;1;0;0;0;0;0;1;1;1;0;3
Embassy Suites San Luis Obispo;Pinheira;7;https://traffickcam.com/images/2017/7/20160628_023146_8FJRIR.jpg;Hotel 'Embassy Suites San Luis Obispo' at  Pinheira without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);696;1;0;0;1;1;1;1;0;0;1;1;6
Americas Best Value Inn - Mariposa Lodge;Manchester;7;https://traffickcam.com/images/2017/7/20160628_023820_QS4L7G.jpg;Hotel 'Americas Best Value Inn - Mariposa Lodge' at  Manchester without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);684;2;0;0;0;0;1;0;1;0;0;1;1
Hotel ibis El Jadida;Ronda;8;https://traffickcam.com/images/2017/7/20160628_024337_6XDLOP.jpg;Hotel 'Hotel ibis El Jadida' at  Ronda without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);581;3;0;1;0;0;0;1;1;0;1;0;1
Moab Under Canvas;Bedford;4;https://traffickcam.com/images/2017/7/20160628_030811_RNBKSD.jpg;Hotel 'Moab Under Canvas' at  Bedford without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);52;1;0;1;0;1;0;1;1;0;1;1;1
Hampton Inn Loveland;Tbilisi;1;https://traffickcam.com/images/2017/7/20160628_043528_D3R1RL.jpg;Hotel 'Hampton Inn Loveland' at  Tbilisi without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);888;1;0;0;1;0;0;0;1;1;1;1;6
Stamford Plaza Melbourne;Caserio Las Pedrenas;5;https://traffickcam.com/images/2017/7/20160628_052230_DK1W4R.jpg;Hotel 'Stamford Plaza Melbourne' at  Caserio Las Pedrenas with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);328;5;1;0;0;1;0;0;1;1;1;1;3
Domina Home Royal;Egmond Aan Zee;5;https://traffickcam.com/images/2017/7/20160628_071744_JRB1PY.jpg;Hotel 'Domina Home Royal' at  Egmond Aan Zee with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);513;2;1;1;0;1;0;1;0;0;0;1;2
Hotel Koldingfjord;Korcula;7;https://traffickcam.com/images/2017/7/20160628_094519_BRSF81.jpg;Hotel 'Hotel Koldingfjord' at  Korcula without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);643;3;0;1;0;0;1;1;0;1;1;1;1
Crystal Bay on the Broadwater;Dakar;7;https://traffickcam.com/images/2017/7/20160628_111543_1SVQJK.jpg;Hotel 'Crystal Bay on the Broadwater' at  Dakar with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);229;2;1;0;0;1;0;0;0;1;0;1;6
Camino Real Polanco Mexico;Caserio Los Tomases;10;https://traffickcam.com/images/2017/7/20160628_111546_LV0C66.jpg;Hotel 'Camino Real Polanco Mexico' at  Caserio Los Tomases without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);707;4;0;0;0;0;0;0;0;1;0;1;1
The Marcus Whitman Hotel and Conference Center;Stari Grad;9;https://traffickcam.com/images/2017/7/20160628_115306_9SF0G2.jpg;Hotel 'The Marcus Whitman Hotel and Conference Center' at  Stari Grad without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);894;1;0;1;0;1;1;1;1;1;1;0;5
Ramada Plaza Green Bay;Manila;6;https://traffickcam.com/images/2017/7/20160628_120516_VTQ5JU.jpg;Hotel 'Ramada Plaza Green Bay' at  Manila with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);857;1;1;1;1;0;1;0;0;1;1;0;1
Hampton Inn College Station;Nijeveen;1;https://traffickcam.com/images/2017/7/20160628_125318_QGA5WJ.jpg;Hotel 'Hampton Inn College Station' at  Nijeveen with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);433;4;1;1;0;1;0;1;1;0;0;0;2
Comfort Suites Lake Geneva;Racisce;4;https://traffickcam.com/images/2017/7/20160628_133757_3NKY3D.jpg;Hotel 'Comfort Suites Lake Geneva' at  Racisce with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);977;5;1;0;1;1;1;0;0;0;0;0;1
Benjamin Herzliya Business Hotel;Kastel Novi;1;https://traffickcam.com/images/2017/7/20160628_134659_PF0CAP.jpg;Hotel 'Benjamin Herzliya Business Hotel' at  Kastel Novi without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);588;2;0;1;1;1;1;1;1;1;1;1;5
Red Roof Inn Binghamton - Johnson City;Caserio Los Tomases;9;https://traffickcam.com/images/2017/7/20160628_142515_WG6WOF.jpg;Hotel 'Red Roof Inn Binghamton - Johnson City' at  Caserio Los Tomases without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);748;4;0;1;1;1;1;1;1;0;0;1;1
Wyndham Peachtree Conference Center;Takayama;10;https://traffickcam.com/images/2017/7/20160628_144357_B0B1ZB.jpg;Hotel 'Wyndham Peachtree Conference Center' at  Takayama without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);395;4;0;1;0;1;0;1;1;1;1;0;6
Poderi Arcangelo;Caserio Los Tomases;6;https://traffickcam.com/images/2017/7/20160628_150711_P1TGO9.jpg;Hotel 'Poderi Arcangelo' at  Caserio Los Tomases with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);74;3;1;0;0;0;0;0;0;1;0;1;5
The Cabana Inn Key West - Adult Only;Frigiliana;8;https://traffickcam.com/images/2017/7/20160628_151257_QYI5JV.jpg;Hotel 'The Cabana Inn Key West - Adult Only' at  Frigiliana with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);821;2;1;1;1;1;1;1;0;0;0;1;5
Royal Richester Hotel;Dobrota;1;https://traffickcam.com/images/2017/7/20160628_153112_3L6OE4.jpg;Hotel 'Royal Richester Hotel' at  Dobrota without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);532;2;0;0;1;1;1;0;0;1;1;0;6
Mercure Livingston Hotel;Caserio Los Tomases;7;https://traffickcam.com/images/2017/7/20160628_155136_8BH79P.jpg;Hotel 'Mercure Livingston Hotel' at  Caserio Los Tomases with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);614;3;1;0;1;1;0;1;0;1;1;0;5
Erytha Hotel & Resort;Evian-les-Bains;3;https://traffickcam.com/images/2017/7/20160628_185332_YLA6JL.jpg;Hotel 'Erytha Hotel & Resort' at  Evian-les-Bains without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);210;3;0;1;0;1;1;0;1;0;1;0;4
Quality Inn & Suites;Caserio Los Tomases;10;https://traffickcam.com/images/2017/7/20160628_192818_83U2GF.jpg;Hotel 'Quality Inn & Suites' at  Caserio Los Tomases without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);208;3;0;1;1;1;0;1;1;1;1;1;6
Comfort Suites;Caserio Los Tomases;1;https://traffickcam.com/images/2017/7/20160628_194436_CU0JYJ.jpg;Hotel 'Comfort Suites' at  Caserio Los Tomases without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);872;1;0;0;1;1;1;1;1;0;1;0;1
Sleeping Giant Rainforest Lodge;Racale;10;https://traffickcam.com/images/2017/7/20160628_203438_SZHNRF.jpg;Hotel 'Sleeping Giant Rainforest Lodge' at  Racale with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);842;5;1;1;1;1;0;0;1;1;1;0;3
Eurotel El Bosque;Ribadesella;9;https://traffickcam.com/images/2017/7/20160628_210819_RQLVQJ.jpg;Hotel 'Eurotel El Bosque' at  Ribadesella without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);599;2;0;0;1;1;1;1;0;0;1;0;1
Kent State University Hotel and Conference Center;Pollone;2;https://traffickcam.com/images/2017/7/20160628_211550_W3G2I4.jpg;Hotel 'Kent State University Hotel and Conference Center' at  Pollone without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);866;5;0;1;0;1;0;1;1;0;0;0;4
Hampton Inn Tulsa-Sand Springs;Requena;2;https://traffickcam.com/images/2017/7/20160628_212859_8HX7Z7.jpg;Hotel 'Hampton Inn Tulsa-Sand Springs' at  Requena without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);805;1;0;1;0;0;0;0;0;0;0;1;5
Scandic Parken;Relleu;4;https://traffickcam.com/images/2017/7/20160628_220032_I768BT.jpg;Hotel 'Scandic Parken' at  Relleu with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);784;5;1;0;0;0;0;1;0;0;0;1;5
Anstey Hall;Nikko;4;https://traffickcam.com/images/2017/7/20160628_220415_4X60F1.jpg;Hotel 'Anstey Hall' at  Nikko without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);188;5;0;1;1;1;1;1;0;0;0;1;4
Executive Royal Hotel West Edmonton;Moriani Plage;10;https://traffickcam.com/images/2017/7/20160628_223444_TA87P5.jpg;Hotel 'Executive Royal Hotel West Edmonton' at  Moriani Plage without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);665;4;0;0;1;0;0;0;0;1;1;1;1
InterContinental Wellington;Vung Tau;4;https://traffickcam.com/images/2017/7/20160628_232816_VTELWN.jpg;Hotel 'InterContinental Wellington' at  Vung Tau with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);422;1;1;1;1;1;1;1;1;1;1;1;4
Doubletree by Hilton Cedar Rapids Convention Complex;Liusha;9;https://traffickcam.com/images/2017/7/20160628_235145_9B75Q4.jpg;Hotel 'Doubletree by Hilton Cedar Rapids Convention Complex' at  Liusha with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);578;1;1;1;0;1;0;1;0;1;1;1;5
Hotel Kia Ora Resort & Spa;Pozzo della Chiana;10;https://traffickcam.com/images/2017/7/20160629_000502_LDAGA2.jpg;Hotel 'Hotel Kia Ora Resort & Spa' at  Pozzo della Chiana without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);573;5;0;1;0;0;1;0;1;1;1;1;6
Oak Motel Palo Alto;Armous;1;https://traffickcam.com/images/2017/7/20160629_004551_VY25RG.jpg;Hotel 'Oak Motel Palo Alto' at  Armous with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);171;1;1;1;1;1;0;1;0;1;0;1;1
Chateau Royal Beach Resort and Spa;Yokohama;2;https://traffickcam.com/images/2017/7/20160629_004621_P9NXB3.jpg;Hotel 'Chateau Royal Beach Resort and Spa' at  Yokohama without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);104;4;0;0;0;0;0;1;0;1;0;1;6
Novotel Marseille Vieux Port;York;4;https://traffickcam.com/images/2017/7/20160629_012221_MG00E2.jpg;Hotel 'Novotel Marseille Vieux Port' at  York with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);612;1;1;1;1;1;0;1;1;1;0;0;1
Country Inn & Suites By Carlson  Peoria North  IL;Monsegur;8;https://traffickcam.com/images/2017/7/20160629_012311_MWX9UP.jpg;Hotel 'Country Inn & Suites By Carlson  Peoria North  IL' at  Monsegur without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);973;4;0;0;1;0;0;0;1;1;0;1;1
Country Inn & Suites By Carlson Gettysburg;Thessaloniki;9;https://traffickcam.com/images/2017/7/20160629_013159_QAJSOR.jpg;Hotel 'Country Inn & Suites By Carlson Gettysburg' at  Thessaloniki with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);624;3;1;0;0;0;0;1;0;0;0;1;1
Super 8 Bloomington;Costa Mesa;3;https://traffickcam.com/images/2017/7/20160629_013527_18XDLD.jpg;Hotel 'Super 8 Bloomington' at  Costa Mesa with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);26;5;1;0;1;1;0;0;1;1;0;0;2
Days Inn and Suites Fargo 19th Ave/Airport Dome;Saint-Victor;6;https://traffickcam.com/images/2017/7/20160629_015043_MYGGN1.jpg;Hotel 'Days Inn and Suites Fargo 19th Ave/Airport Dome' at  Saint-Victor with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);697;4;1;1;1;0;1;1;1;1;0;0;4
Villa del Mar Hotel;Positano;3;https://traffickcam.com/images/2017/7/20160629_015758_0RM0N0.jpg;Hotel 'Villa del Mar Hotel' at  Positano without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);30;1;0;0;1;0;1;0;0;1;1;1;6
Apartaments Els Llorers;Positano;6;https://traffickcam.com/images/2017/7/20160629_020835_HT1F65.jpg;Hotel 'Apartaments Els Llorers' at  Positano without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);237;3;0;0;0;1;0;0;0;1;1;1;2
Puro Hotel Wroclaw;St. Saturnin-les-Apt;5;https://traffickcam.com/images/2017/7/20160629_025658_RLT4RU.jpg;Hotel 'Puro Hotel Wroclaw' at  St. Saturnin-les-Apt without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);404;4;0;1;0;0;1;0;1;1;1;0;6
Holiday Inn Hotel & Suites Waco Northwest;Nago;1;https://traffickcam.com/images/2017/7/20160629_034607_6Z6PYU.jpg;Hotel 'Holiday Inn Hotel & Suites Waco Northwest' at  Nago with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);849;3;1;0;1;1;1;0;0;0;1;0;1
Red Lion Hotel Canyon Springs;Medan;4;https://traffickcam.com/images/2017/7/20160629_041933_3GCPMH.jpg;Hotel 'Red Lion Hotel Canyon Springs' at  Medan without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);32;4;0;1;1;1;0;1;1;0;0;1;6
Galerie-Hotel Bad Reichenhall;Philadelphia;3;https://traffickcam.com/images/2017/7/20160629_045638_SWDGV4.jpg;Hotel 'Galerie-Hotel Bad Reichenhall' at  Philadelphia with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);153;4;1;0;0;0;0;1;1;0;0;0;5
Nordic Lodge Of Steamboat;Ablekuma;7;https://traffickcam.com/images/2017/7/20160629_051544_4ECZEK.jpg;Hotel 'Nordic Lodge Of Steamboat' at  Ablekuma with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);768;3;1;1;1;0;1;0;0;0;1;1;2
Teller House;Nova Poljana;10;https://traffickcam.com/images/2017/7/20160629_053243_EHXBZL.jpg;Hotel 'Teller House' at  Nova Poljana without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);678;5;0;0;0;1;1;0;1;0;0;0;4
Harmony - an Atlas Boutique Hotel;St. Quay-Portrieux;8;https://traffickcam.com/images/2017/7/20160629_055555_2T38F8.jpg;Hotel 'Harmony - an Atlas Boutique Hotel' at  St. Quay-Portrieux without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);105;3;0;1;0;1;0;1;0;0;0;1;1
Four Points by Sheraton Halifax;Naganohara;10;https://traffickcam.com/images/2017/7/20160629_081556_UYMDTB.jpg;Hotel 'Four Points by Sheraton Halifax' at  Naganohara with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);756;2;1;1;1;0;1;0;1;1;0;1;1
Ashmore Inn and Suites;Les Nonieres;6;https://traffickcam.com/images/2017/7/20160629_083559_NBXIL6.jpg;Hotel 'Ashmore Inn and Suites' at  Les Nonieres without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);540;4;0;0;0;0;0;0;1;1;1;1;6
Hampton Inn Dublin;St. Priest;2;https://traffickcam.com/images/2017/7/20160629_084922_WVZ42B.jpg;Hotel 'Hampton Inn Dublin' at  St. Priest without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);387;1;0;1;0;0;0;0;0;0;0;1;1
The Chateaux Deer Valley;Much Wenlock;3;https://traffickcam.com/images/2017/7/20160629_100719_5RGHBO.jpg;Hotel 'The Chateaux Deer Valley' at  Much Wenlock without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);871;5;0;0;1;0;1;1;0;0;0;0;6
Grand Beach Resort Hotel;Saint-Pierre;1;https://traffickcam.com/images/2017/7/20160629_101829_VUZUZQ.jpg;Hotel 'Grand Beach Resort Hotel' at  Saint-Pierre without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);205;4;0;1;0;1;0;0;0;0;0;1;5
Relais Corte Palmieri;Saint-Paul;10;https://traffickcam.com/images/2017/7/20160629_110115_0BDOXD.jpg;Hotel 'Relais Corte Palmieri' at  Saint-Paul without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);541;4;0;0;1;0;1;0;1;0;0;1;5
Delta St John's Hotel & Conference Centre;Saga;2;https://traffickcam.com/images/2017/7/20160629_131008_004462.jpg;Hotel 'Delta St John's Hotel & Conference Centre' at  Saga with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);780;1;1;0;1;1;1;0;0;1;1;1;3
Aava Whistler Hotel;Saga;6;https://traffickcam.com/images/2017/7/20160629_143116_AGKP8K.jpg;Hotel 'Aava Whistler Hotel' at  Saga with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);631;2;1;1;1;0;0;1;0;0;0;0;4
Fairfield Inn and Suites by Marriott Yakima;Mexico City;6;https://traffickcam.com/images/2017/7/20160629_155121_SQABT6.jpg;Hotel 'Fairfield Inn and Suites by Marriott Yakima' at  Mexico City with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);715;3;1;1;0;1;1;0;1;1;1;0;5
Fairfield Inn & Suites by Marriott Greeley;Terskol;7;https://traffickcam.com/images/2017/7/20160629_160424_YS59I8.jpg;Hotel 'Fairfield Inn & Suites by Marriott Greeley' at  Terskol without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);774;3;0;1;0;0;0;0;0;0;0;1;4
Hampton Inn Waynesburg;St. Maur-des-Fosses;7;https://traffickcam.com/images/2017/7/20160629_175003_6YHVIT.jpg;Hotel 'Hampton Inn Waynesburg' at  St. Maur-des-Fosses without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);122;1;0;1;1;0;0;1;0;0;1;1;4
Fedrania Garden;Saint Marcel;5;https://traffickcam.com/images/2017/7/20160629_183745_G5H7TY.jpg;Hotel 'Fedrania Garden' at  Saint Marcel without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);926;1;0;0;1;1;0;1;0;1;1;0;4
Hilton Burlington;Saint Marcel;8;https://traffickcam.com/images/2017/7/20160629_190041_7X6412.jpg;Hotel 'Hilton Burlington' at  Saint Marcel without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);973;3;0;0;1;1;0;1;1;1;0;1;3
